	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
cg13344095	0.33698121	0.799476295	0.332146326	0.554240631	0.52	0.369649805	0.476128638	0.524733057	0.874725576	0.28415471	0.239591516	0.376552409	0.2530837	0.69498861	0.628430296	0.422935044	0.528301887	0.165796048	0.789174972	0.426849843	0.654727551	0.233748737
cg07274716	0.107236431	0.044092055	0.051974013	0.058514567	0.182345488	0.18011785	0.13755356	0.104732837	0.186897132	0.063699517	0.046821279	0.09413912	0.125272613	0.091567204	0.087730973	0.194708648	0.139151451	0.422436582	0.095939173	0.048615609	0.052354872	0.316372183
cg12981595	0.654783125	0.646186441	0.49957877	0.627671541	0.604402516	0.522066738	0.789152956	0.616332117	0.605813953	0.600487805	0.559055118	0.554794521	0.674335581	0.534766119	0.476121563	0.556910569	0.543303122	0.517351598	0.554081633	0.468864469	0.526479751	0.479302832
cg00478479	0.214540589	0.282706767	0.324942792	0.496202532	0.663668487	0.262971698	0.31018995	0.257969109	0.277743716	0.290505226	0.260477693	0.315720237	0.186470588	0.544778761	0.378421053	0.304775972	0.175282438	0.226653696	0.643953935	0.180096308	0.220431505	0.268101093
cg22244192	0.068635784	0.081131634	0.161862096	0.216976264	0.087258399	0.127798263	0.138538054	0.090318683	0.085820289	0.114679466	0.095078188	0.151074718	0.128602573	0.222212856	0.084097646	0.138178186	0.123015223	0.092100454	0.12527027	0.106748275	0.091113295	0.098536069
cg08202494	0.210772242	0.050540325	0.049564025	0.032109171	0.13807022	0.108149094	0.220914507	0.040680202	0.05170537	0.050476483	0.051028626	0.189986529	0.152670528	0.076510281	0.072171258	0.054492103	0.067347693	0.189469548	0.066318386	0.22135205	0.136291272	0.071058427
cg03760839	0.293841892	0.229287538	0.375044311	0.467489321	0.285080717	0.381570547	0.366708385	0.337438075	0.311191336	0.462861939	0.407965332	0.487270514	0.496954933	0.449074074	0.36003276	0.241968646	0.451010211	0.464502377	0.445771284	0.295574919	0.386028241	0.673779552
cg11097541	0.332048225	0.070874494	0.072387475	0.051096445	0.153073706	0.072690852	0.126111771	0.092367683	0.061931311	0.257060589	0.13720238	0.144199452	0.186041609	0.264856308	0.285196136	0.165612596	0.065748624	0.073969181	0.104813239	0.067407048	0.290113536	0.369441976
cg19499748	0.246585191	0.169576102	0.200208032	0.209612182	0.198758861	0.216265666	0.207863248	0.194190363	0.187671918	0.173958933	0.200660695	0.220819354	0.232124862	0.210736279	0.183543948	0.209762994	0.220229966	0.21182787	0.205074534	0.196837171	0.201674236	0.193283253
cg00998438	0.065193612	0.251822231	0.014334929	0.040338895	0.044870779	0.23642908	0.207806427	0.049338624	0.061466706	0.200319898	0.163825649	0.115692342	0.120239434	0.219972865	0.052089342	0.099955939	0.048407245	0.081332076	0.158076824	0.034498099	0.262493529	0.040721695
cg19954017	0.086981304	0.104332642	0.306707219	0.439835291	0.115277093	0.24714951	0.169265426	0.100061495	0.119037325	0.076888719	0.104011154	0.202424977	0.136187721	0.108409547	0.121411522	0.101072338	0.115405702	0.101159794	0.08773886	0.101958469	0.316334509	0.118217613
cg25792518	0.687265637	0.295628962	0.159	0.407612032	0.439663325	0.788027629	0.424602355	0.518668227	0.221328979	0.775980666	0.410832143	0.669029237	0.592137352	0.569395574	0.509803922	0.366306695	0.36771224	0.35211966	0.530766726	0.718640505	0.710382022	0.583360103
cg17526483	0.353153804	0.199655342	0.347328694	0.431863574	0.45696181	0.44387148	0.298610764	0.315499752	0.475864553	0.43666376	0.225117752	0.336676344	0.289826889	0.432627594	0.400289542	0.390159197	0.545172987	0.265590223	0.406409874	0.32058967	0.372852449	0.387128267
cg19942495	0.133458838	0.089101159	0.071548398	0.120839033	0.264315986	0.213410104	0.186853844	0.068666231	0.423812622	0.239707976	0.153927851	0.195102357	0.191030659	0.282496498	0.191778419	0.315155385	0.094756992	0.130037092	0.219011825	0.126229796	0.265573754	0.25342715
cg22319311	0.062633604	0.061364816	0.032142157	0.563375846	0.207748257	0.107267442	0.067636787	0.056137434	0.040617047	0.051214066	0.052281468	0.054923245	0.095773258	0.069212031	0.064166969	0.05560297	0.041827746	0.046008261	0.050733235	0.056155508	0.050017541	0.04173513
cg08082810	0.182708646	0.098475222	0.157430286	0.165581395	0.294083954	0.154283683	0.258588906	0.275035261	0.288807745	0.294549029	0.189075276	0.295505276	0.22214403	0.14430209	0.096299309	0.234895609	0.14479272	0.105921455	0.218984111	0.35231863	0.315290179	0.063988171
cg26612727	0.658491723	0.393575938	0.374535316	0.602832821	0.412921167	0.599698368	0.412862797	0.318102241	0.299396092	0.327315815	0.310071252	0.41109603	0.422346629	0.330405314	0.391383564	0.595931693	0.391951696	0.165992545	0.498477903	0.339858593	0.436024457	0.279917893
cg05385128	0.800587024	0.851890756	0.759759177	0.822379827	0.86102063	0.887397112	0.866253175	0.886120996	0.775981524	0.804626242	0.855136135	0.925669622	0.828170098	0.854522906	0.886789102	0.879352568	0.69372093	0.885601261	0.575754437	0.912471734	0.86750938	0.840689344
cg08538258	0.304572742	0.119017414	0.166701703	0.647144522	0.301407692	0.224809203	0.261305905	0.168628419	0.421829807	0.159981452	0.226918733	0.396704051	0.293372022	0.221022147	0.301980686	0.419114812	0.084516565	0.167979003	0.182813213	0.198745636	0.237976516	0.128166822
cg05379541	0.086626875	0.113823876	0.594413666	0.292682927	0.161304604	0.217339843	0.153571803	0.537396122	0.201811671	0.266033864	0.118712029	0.206175144	0.239521581	0.128428333	0.205310475	0.336314643	0.224484602	0.269752395	0.428967542	0.183007455	0.188916644	0.135763576
cg00458878	0.136031287	0.033662735	0.026432017	0.059505988	0.018718197	0.040702897	0.033391776	0.043656716	0.0314586	0.023714841	0.019498169	0.040583911	0.029372497	0.04977704	0.134397446	0.074864308	0.023407199	0.023802183	0.038822826	0.144656544	0.036981434	0.03243719
cg21332500	0.561458661	0.183027401	0.444094488	0.485649547	0.347560976	0.449308756	0.359238955	0.469139073	0.300053967	0.424908425	0.248039914	0.480726982	0.47243545	0.400492914	0.40846949	0.388338834	0.43579235	0.315180587	0.311859777	0.315617949	0.428808733	0.394433781
cg26509691	0.188607313	0.786481185	0.073698873	0.710372666	0.372011289	0.136395117	0.123551802	0.160001345	0.056812497	0.045064893	0.121796762	0.205102247	0.133308742	0.083388484	0.086497542	0.077782864	0.054216372	0.130867129	0.07894947	0.168029927	0.077710614	0.458156563
cg05370462	0.673238255	0.61565938	0.408881339	0.455325782	0.612526166	0.611782631	0.773847997	0.69415743	0.68244618	0.600227392	0.705769466	0.765466078	0.746904129	0.713304013	0.667576323	0.63957776	0.427254727	0.685194399	0.708059473	0.707627246	0.726339232	0.674485475
cg19512693	0.894183429	0.953452174	0.859773585	0.529028656	0.896161663	0.875428485	0.905860687	0.732721181	0.946570084	0.839551092	0.918922453	0.948755673	0.920671858	0.866692615	0.894039269	0.818302001	0.906676238	0.813296692	0.925563123	0.890541236	0.834030991	0.823001246
cg03497652	0.677454896	0.253882685	0.768991713	0.365749757	0.6916423	0.729558673	0.552008939	0.508489481	0.848308375	0.545913462	0.612734864	0.831550967	0.644092342	0.640136153	0.814906257	0.589619831	0.759302873	0.495236886	0.542596579	0.70580312	0.457783423	0.644023669
cg02746869	0.044520723	0.050459933	0.042231784	0.042889946	0.056649515	0.048802472	0.049878064	0.059888401	0.050107688	0.048409082	0.06	0.0573023	0.044068365	0.042127641	0.041373174	0.05362109	0.044335851	0.057989215	0.055181969	0.047208851	0.055697326	0.061723456
cg08206318	0.280508682	0.377502746	0.284249277	0.338582319	0.338405185	0.211360967	0.200485991	0.183229008	0.174998865	0.378617556	0.218144375	0.242802156	0.220882566	0.352979475	0.173599782	0.273084314	0.24754028	0.338066756	0.193253917	0.159354218	0.266003952	0.320387574
cg06655810	0.110827434	0.028645437	0.103426396	0.063588804	0.052509967	0.038431324	0.076711652	0.049653673	0.057957245	0.033588694	0.078785463	0.079654949	0.109515707	0.095193214	0.16982233	0.260409782	0.107047602	0.051965506	0.074386529	0.184986384	0.269219703	0.068125182
cg04340481	0.703004622	0.720111803	0.642164529	0.718640912	0.782750098	0.575930764	0.756692758	0.734741364	0.77016406	0.806637384	0.631053036	0.752699593	0.740565178	0.725224134	0.674218545	0.732617549	0.751657825	0.782940751	0.792970072	0.689879661	0.730172315	0.791197024
cg25443512	0.692721361	0.731406841	0.585218409	0.699431549	0.791045877	0.786337228	0.625951057	0.684828519	0.762380152	0.500898674	0.691668645	0.729344729	0.573078249	0.621574777	0.651158514	0.528921669	0.783557931	0.581136702	0.557819626	0.466791623	0.535666645	0.727161071
cg06320380	0.17562724	0.325036834	0.129054054	0.101104009	0.056128193	0.295927565	0.102591497	0.05774588	0.052904848	0.103542104	0.094316962	0.051623932	0.104520785	0.059554395	0.114623451	0.109616003	0.098501967	0.065536993	0.083419779	0.094987164	0.068394161	0.120654232
cg12279419	0.144355925	0.095242825	0.152259946	0.227475468	0.093057247	0.15417855	0.192694006	0.300988909	0.068740822	0.154529704	0.112011693	0.275724732	0.190280413	0.24483072	0.159761502	0.080780327	0.143364784	0.341932804	0.161623582	0.129952544	0.221552609	0.099336735
cg11909526	0.508755324	0.517453799	0.338516746	0.363571935	0.478168264	0.535714286	0.596140749	0.429453836	0.488619677	0.441595442	0.512266928	0.511889036	0.580294306	0.438271605	0.608933718	0.378968254	0.50141844	0.468415116	0.430555556	0.5	0.464935065	0.527483871
cg25248569	0.54076851	0.247920665	0.477739726	0.365425158	0.584152139	0.394729618	0.536618522	0.339404381	0.363594257	0.48825	0.509669022	0.490093004	0.568537415	0.562101427	0.335460599	0.57958528	0.526171875	0.451801934	0.429839704	0.510824742	0.323703528	0.243211053
cg18247055	0.260172059	0.024206979	0.014501634	0.020589832	0.021826183	0.024965793	0.110377739	0.046344809	0.055043834	0.015577994	0.020692895	0.264883845	0.04911346	0.185023837	0.033229244	0.021226916	0.017110178	0.025367473	0.027440332	0.029190642	0.030794872	0.030033287
cg16204509	0.349485199	0.674608819	0.582565224	0.62952271	0.407289088	0.407818368	0.516016972	0.269988843	0.160771	0.589715536	0.456499909	0.523476883	0.480490658	0.245631398	0.398199041	0.566268441	0.69287234	0.356309895	0.511847759	0.470899103	0.539251585	0.583776187
cg22455450	0.096151689	0.126563803	0.132266751	0.252683461	0.105269021	0.113604157	0.096839163	0.073226545	0.224582426	0.17830103	0.077807848	0.084776092	0.141854316	0.218133198	0.103686007	0.118065515	0.161376131	0.105150215	0.103685082	0.088741678	0.094491818	0.085545692
cg08863953	0.165133172	0.091996506	0.086686294	0.081155126	0.076551211	0.064578769	0.113003934	0.105616458	0.093109467	0.070253796	0.083277437	0.108710591	0.230291998	0.081052881	0.114180976	0.077953285	0.09216562	0.087269711	0.094572067	0.077005512	0.104859015	0.087187981
cg14547644	0.107668471	0.123126793	0.164777753	0.164211328	0.153097826	0.14809369	0.124660854	0.148710821	0.150603076	0.11221915	0.125805936	0.124301346	0.145427818	0.286011405	0.130680423	0.134608816	0.15130726	0.14107512	0.132313359	0.123717414	0.125887613	0.154514176
cg13720362	0.29042368	0.102745224	0.211840516	0.210390726	0.237227899	0.213458755	0.242458267	0.142823749	0.163816099	0.179283405	0.299084435	0.345929047	0.301660108	0.235479724	0.219564725	0.305427783	0.399106623	0.229118329	0.218707332	0.114952103	0.177120638	0.298788132
cg08416194	0.171001927	0.244379277	0.288713911	0.344469191	0.344860406	0.168614357	0.11525453	0.319957196	0.21141649	0.248366013	0.229192292	0.19065011	0.177683616	0.332099223	0.271008403	0.13253012	0.210786517	0.307655502	0.611730115	0.242539683	0.139960574	0.239455185
cg04166812	0.287737937	0.315225161	0.199665552	0.129175947	0.124711002	0.177952329	0.092598127	0.068609407	0.187347338	0.127239709	0.126964933	0.248904371	0.137164985	0.230739096	0.157574473	0.099599494	0.264712724	0.105459572	0.215354666	0.109060682	0.252507213	0.303559436
cg06226630	0.449621401	0.04435357	0.176382036	0.064060492	0.260233029	0.048236049	0.356846169	0.099525726	0.244417697	0.221514987	0.169234099	0.402992089	0.299805919	0.303273561	0.237451091	0.149099375	0.455279438	0.43632067	0.120526576	0.067360966	0.13272169	0.228171996
cg24770624	0.202588312	0.071103008	0.361801971	0.391363023	0.169522297	0.117180538	0.127586073	0.062763269	0.103302653	0.080327643	0.127492032	0.205523041	0.099355099	0.089718685	0.10537229	0.087748344	0.40648415	0.12986682	0.105133597	0.084674228	0.373351339	0.094839958
cg23092040	0.467381974	0.757065483	0.497830803	0.722966623	0.414464296	0.637092013	0.618086292	0.612306617	0.477018634	0.460159103	0.531333251	0.444772682	0.676375602	0.537214393	0.613679051	0.436216803	0.422828283	0.373274655	0.427736007	0.604592703	0.544288614	0.517389966
cg13746354	0.831578379	0.857863044	0.792707293	0.795555556	0.847470146	0.798250618	0.815437554	0.834549878	0.827512195	0.86372988	0.882136956	0.879192304	0.826110334	0.782510649	0.839456622	0.830622837	0.804569312	0.871510338	0.845270437	0.881261337	0.82912255	0.710753441
cg18081940	0.025370108	0.013956773	0.087692124	0.168764602	0.017306171	0.017263858	0.037646792	0.025990763	0.014046281	0.030033788	0.086325996	0.06978823	0.062957972	0.021423317	0.059264535	0.02319994	0.026321097	0.024772992	0.025036677	0.025182615	0.022188841	0.019734947
cg25756406	0.185153268	0.405927751	0.167374681	0.287718098	0.303427534	0.282041337	0.394902164	0.469978277	0.324175824	0.272793134	0.148995928	0.370595582	0.220225138	0.542999486	0.256342183	0.380942991	0.247673398	0.339842703	0.253388671	0.256170681	0.284777297	0.149971139
cg04092800	0.347866745	0.091083814	0.246280046	0.798308103	0.29197995	0.101540766	0.293444816	0.443346891	0.089985803	0.089546503	0.441119616	0.285724513	0.147639485	0.106674733	0.294135316	0.379238933	0.176491668	0.270754442	0.368089743	0.279910359	0.157482537	0.077842028
cg26157385	0.10735361	0.021634284	0.042018973	0.078974597	0.03234164	0.045847103	0.103155382	0.037626839	0.029784912	0.047890384	0.038350285	0.085798526	0.063584156	0.054150976	0.052449149	0.064245513	0.042052977	0.066650377	0.05016044	0.065613258	0.084123759	0.045411674
cg02745321	0.593861972	0.608847313	0.400208986	0.623638693	0.659471051	0.644244531	0.660205988	0.506368661	0.543663628	0.584695807	0.606632815	0.660882719	0.722528242	0.664933018	0.730170061	0.640504129	0.639628591	0.658283559	0.627183863	0.614703385	0.753111679	0.568204897
cg02900766	0.169097899	0.133818956	0.181836735	0.41296729	0.263865472	0.274992722	0.284624694	0.253461673	0.220887031	0.341535676	0.231267102	0.365443812	0.252843939	0.235091571	0.191339184	0.214720908	0.440463434	0.375937587	0.178801193	0.270965355	0.213373376	0.104230964
cg21334513	0.759970639	0.033459255	0.447938144	0.829862875	0.640982456	0.093353532	0.298247065	0.498984851	0.266198283	0.281416254	0.570837894	0.754123567	0.515875	0.195033533	0.48512495	0.428084883	0.67626381	0.259920258	0.548366155	0.532243135	0.164978476	0.241748166
cg06863619	0.72968177	0.794551906	0.702048417	0.741835148	0.699192749	0.771035387	0.758435107	0.75582262	0.80263485	0.765505618	0.781262729	0.769042246	0.772294943	0.763615626	0.705882353	0.79597359	0.735594118	0.712887895	0.684707205	0.698322644	0.678272605	0.780693261
