	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
cg05109780	0.596285435	0.47208639	0.516117605	0.537374658	0.463399374	0.645922747	0.505975014	0.556908862	0.545602606	0.392740106	0.40753866	0.704760051	0.584319183	0.57980198	0.609546539	0.46195983	0.556206089	0.645028143	0.637267397	0.573090636	0.594931332	0.430202283
cg09010156	0.608602151	0.559112029	0.574651626	0.598564329	0.568033274	0.593931569	0.506694856	0.595815502	0.491943778	0.436556736	0.463487332	0.734321903	0.573924731	0.506401766	0.544935065	0.556354916	0.560625	0.469128997	0.501551189	0.65621079	0.434703196	0.501294219
cg21554399	0.955630355	0.917414766	0.938959886	0.8620274	0.829506182	0.814442634	0.94433623	0.852032655	0.917072507	0.877238038	0.932691718	0.838330529	0.937739932	0.929694648	0.868735938	0.91608366	0.929922766	0.942242833	0.866570771	0.892301791	0.70642957	0.910740108
cg16703135	0.39747213	0.61183442	0.378559633	0.459241752	0.397339286	0.335204624	0.174314054	0.124853256	0.212557492	0.425265791	0.414615385	0.469705911	0.472447437	0.095121672	0.345970802	0.436949054	0.534300207	0.629804116	0.373776737	0.485648867	0.401057947	0.144010809
cg25542559	0.488372941	0.606246088	0.489055895	0.358863424	0.535592715	0.633982245	0.527053669	0.679318281	0.597137319	0.337219651	0.355814098	0.645599754	0.489547897	0.570088629	0.679127984	0.489335633	0.537879516	0.585583258	0.565983247	0.499155159	0.600184397	0.471406665
cg25198255	0.400886481	0.352647569	0.36694178	0.455539359	0.36234375	0.409394527	0.282376695	0.437207007	0.302951522	0.238578262	0.443230115	0.420302218	0.285581179	0.363886802	0.416299559	0.344366197	0.302452089	0.34457478	0.428969359	0.378055405	0.372945638	0.437184916
cg18105139	0.185149993	0.075222265	0.201742038	0.417346885	0.17364351	0.397657557	0.159330865	0.106840892	0.05401502	0.265828903	0.077443927	0.270311215	0.086977807	0.202780798	0.232590074	0.119404694	0.284042768	0.102424301	0.115163679	0.435850128	0.180700562	0.057743183
cg10505257	0.883667767	0.73006135	0.434008529	0.872616333	0.773736963	0.445356687	0.758478931	0.93858542	0.656565278	0.596324964	0.574370709	0.514523818	0.388356951	0.300267624	0.595068011	0.849166934	0.573787705	0.552214937	0.766372323	0.616692427	0.609064459	0.949071082
cg12114260	0.8671961	0.897202149	0.584624734	0.831797687	0.879334105	0.784021544	0.617021277	0.848630489	0.747354497	0.657278358	0.916500111	0.82806471	0.855654638	0.888318103	0.90320972	0.776956964	0.830161337	0.890230981	0.84843869	0.817586019	0.849010259	0.562278323
cg08617970	0.814878706	0.790927871	0.943474597	0.926973296	0.906002491	0.924717691	0.895151596	0.874555079	0.890502469	0.931413613	0.759190905	0.912519902	0.817872018	0.887557405	0.901074509	0.749022252	0.908172055	0.901781737	0.903892113	0.893994288	0.755646201	0.863009706
cg04205664	0.121985021	0.146153397	0.160356915	0.155150866	0.108455468	0.289233851	0.093788999	0.324427481	0.156305562	0.108956602	0.123517537	0.361521141	0.099843102	0.251248025	0.261911844	0.187013098	0.163726571	0.296015833	0.268423371	0.202050304	0.174884944	0.191481797
cg10050487	0.499189627	0.396993318	0.333117723	0.623792487	0.292410183	0.25877193	0.350380389	0.409375455	0.477635783	0.21148632	0.20390625	0.550787147	0.506666667	0.459545636	0.644112946	0.399882904	0.334697218	0.289148191	0.436495984	0.41852286	0.502299161	0.280389472
cg00090261	0.083249667	0.061768843	0.09122225	0.090047589	0.14813868	0.070158211	0.313045233	0.084015709	0.107805503	0.44274363	0.074749454	0.088311607	0.450608021	0.061126431	0.072228754	0.267196255	0.106597551	0.073562984	0.088368717	0.31353792	0.257983511	0.090815417
cg26503073	0.076893023	0.094016921	0.102888599	0.261417947	0.25337624	0.109423156	0.079637124	0.094834234	0.160489481	0.082890639	0.127598802	0.217687209	0.150680992	0.2860328	0.269467951	0.192634762	0.224857949	0.239947257	0.074243854	0.189294976	0.16198473	0.07738924
cg23578346	0.117968434	0.388739391	0.486478053	0.400245399	0.325817935	0.322494005	0.481831395	0.120683903	0.265340909	0.553034948	0.53573895	0.323813591	0.308360129	0.142913894	0.112231264	0.257783584	0.370064408	0.111974341	0.225623583	0.2039801	0.311823946	0.391428935
cg12217400	0.043366472	0.352168815	0.137052408	0.047613023	0.131004632	0.051035099	0.036712063	0.041954486	0.09314587	0.076459087	0.032783742	0.05517909	0.312832072	0.069837979	0.027656507	0.173234093	0.035282258	0.037080705	0.163058185	0.129666667	0.092091376	0.048700523
cg18356785	0.835407725	0.333815944	0.50043315	0.895168961	0.793335466	0.933650616	0.871628862	0.929282007	0.930472475	0.784668294	0.764705882	0.938562637	0.822064057	0.893852311	0.949444523	0.810416667	0.795589652	0.68943027	0.842509047	0.872583275	0.850435833	0.881321716
cg01178680	0.022401558	0.055841104	0.092418639	0.100137563	0.287705597	0.023121903	0.053501401	0.300044754	0.045501428	0.024991829	0.035898795	0.108777244	0.202304503	0.016426801	0.039674468	0.034225538	0.221812822	0.144859113	0.02901652	0.14490743	0.039619883	0.044676772
cg23021796	0.592162554	0.433647571	0.36967632	0.288753799	0.395744681	0.28736413	0.43956044	0.273271639	0.317784257	0.409660107	0.335264301	0.200207684	0.402462735	0.335195531	0.245513281	0.54321663	0.216061185	0.360239163	0.371301775	0.241050119	0.390006094	0.477255779
cg12602945	0.742883808	0.579133813	0.616713681	0.556993842	0.610305409	0.825450206	0.582513895	0.664651189	0.722367347	0.493415748	0.643826437	0.70154528	0.651662686	0.669061057	0.597967052	0.754347139	0.685655456	0.80662931	0.761582204	0.568668993	0.809759968	0.662622049
cg20801476	0.338217035	0.134547623	0.161984459	0.154628028	0.144860355	0.240489297	0.15779982	0.061769616	0.574965358	0.316063348	0.223412251	0.21007719	0.108836207	0.285948905	0.167741935	0.443409742	0.194224443	0.088731315	0.079520089	0.309435517	0.151934795	0.225749168
cg06708634	0.397204689	0.11180792	0.142714902	0.501172058	0.311952759	0.207711973	0.262223516	0.34688716	0.123478529	0.343078759	0.421914358	0.281426707	0.536681716	0.204563032	0.325675256	0.4075179	0.389406286	0.403093041	0.119185688	0.335950836	0.281124498	0.185909259
cg02354658	0.378678875	0.365448505	0.35546416	0.574636724	0.352816603	0.360209924	0.32592122	0.401452282	0.191291403	0.509289617	0.458415842	0.229990357	0.498677249	0.299590622	0.434050881	0.406125696	0.404295403	0.292015634	0.440163023	0.281181137	0.402786574	0.349490835
cg12640000	0.205004036	0.164244186	0.170449488	0.139435415	0.229997492	0.208977035	0.263026261	0.206841139	0.22129981	0.346051934	0.181613339	0.114231271	0.300469484	0.091931646	0.201927955	0.207279183	0.106626506	0.159898477	0.161100569	0.21526971	0.202922078	0.123504142
cg09099868	0.34295136	0.387570134	0.56429652	0.838670166	0.475925926	0.313395114	0.481660232	0.528624192	0.450915641	0.6640553	0.364503817	0.42682475	0.449623029	0.740567417	0.439817456	0.38835443	0.372841444	0.387900356	0.49132948	0.336216216	0.375770021	0.384907091
cg12334990	0.45824678	0.464100906	0.483850538	0.335590351	0.407799075	0.277721943	0.424273859	0.492694805	0.343718926	0.351851852	0.433425524	0.595085897	0.336188437	0.472096531	0.593998554	0.439495467	0.367659574	0.494592646	0.402092187	0.382821177	0.466964286	0.623099704
cg10203223	0.457440812	0.506021756	0.515625	0.553880177	0.489532767	0.635428839	0.520824569	0.47615304	0.460526316	0.480277847	0.490240581	0.535121407	0.353480842	0.451544347	0.532046178	0.444546288	0.533688618	0.465828192	0.481239804	0.59432799	0.590205107	0.505450338
cg22800233	0.853198084	0.868176929	0.531669114	0.743133019	0.631115146	0.396635879	0.72747784	0.68914981	0.447145504	0.70817269	0.612200812	0.587895294	0.651700353	0.509213106	0.791400658	0.824275348	0.528309572	0.798585514	0.633927337	0.652887748	0.554162572	0.647538413
cg27177554	0.140293949	0.219821	0.115288221	0.255536787	0.204399809	0.085712205	0.111543982	0.361716348	0.136469609	0.410394462	0.243174061	0.155358251	0.580659405	0.214886808	0.078029979	0.316945834	0.262472885	0.151316726	0.084500678	0.118947998	0.214798891	0.248328468
cg07780348	0.150891158	0.359052712	0.415015568	0.784383771	0.557221957	0.562699426	0.389817025	0.885009408	0.102046755	0.74284268	0.95211039	0.445319827	0.275561907	0.624694307	0.194894814	0.647532729	0.757920084	0.868181391	0.751201151	0.704503887	0.869270707	0.849597586
cg11456756	0.043574025	0.109652413	0.127929525	0.102062503	0.146684143	0.086579123	0.178001298	0.106493909	0.36701347	0.331443628	0.063670093	0.061977684	0.31845898	0.1042502	0.410959945	0.157579691	0.121811664	0.195387129	0.126247837	0.317230866	0.111339575	0.19251224
cg14131834	0.244298939	0.729550321	0.520418228	0.810461476	0.488135593	0.702657594	0.719685679	0.676084899	0.612409763	0.68621335	0.519894598	0.751214281	0.422560754	0.653921909	0.698192962	0.673126033	0.703920892	0.800034868	0.682676913	0.702648172	0.641394505	0.512099276
cg09059319	0.08139866	0.106152652	0.235594708	0.111168941	0.19384452	0.10270847	0.198327885	0.095099256	0.097818886	0.11716984	0.080918257	0.103158587	0.19972736	0.089231961	0.299840768	0.28354827	0.198297517	0.121901172	0.100625254	0.241172183	0.144349548	0.110569577
cg10804656	0.648062195	0.578611128	0.369787244	0.426617197	0.408401148	0.484881915	0.084986427	0.436089564	0.245742493	0.344677584	0.118552869	0.444856218	0.472957889	0.233606156	0.461460038	0.568348639	0.262987332	0.250450267	0.250246776	0.406741254	0.523802955	0.381444973
cg24358846	0.158222172	0.509931573	0.196729889	0.09413108	0.411580285	0.17673419	0.664670007	0.246544456	0.065452207	0.686725527	0.34006404	0.354700032	0.48299699	0.257353198	0.140811153	0.352690898	0.234799925	0.516819682	0.302253802	0.377102169	0.172257681	0.398462335
cg13344095	0.681921618	0.558823529	0.441945607	0.298323785	0.603813559	0.324427481	0.350312779	0.585095137	0.358879493	0.47209181	0.378486056	0.508556631	0.865080516	0.350083287	0.525890736	0.534129056	0.621528861	0.115937451	0.406101426	0.348031962	0.588427673	0.709144981
cg07274716	0.04516067	0.048013357	0.061310996	0.076970275	0.213938065	0.086695747	0.101853893	0.341643014	0.050110778	0.079797385	0.053702657	0.152062663	0.278128031	0.181778429	0.314647858	0.218244675	0.120098682	0.080114577	0.10594856	0.155294329	0.389075067	0.06218808
cg12981595	0.450813871	0.602354145	0.521268368	0.486778198	0.487470167	0.524286816	0.548635409	0.509211496	0.589158345	0.576788831	0.490093848	0.753392484	0.617647059	0.709658068	0.434807916	0.42865566	0.601941748	0.684393064	0.583619211	0.501882058	0.526295133	0.598696819
cg00478479	0.340228245	0.412885348	0.137203166	0.381294964	0.560240964	0.117865297	0.32864104	0.264994917	0.446859903	0.535530381	0.280496713	0.434592569	0.255140899	0.282167043	0.221433401	0.213259669	0.376053963	0.659643917	0.737623762	0.260523699	0.450730611	0.378076063
cg22244192	0.082482273	0.09785771	0.103271314	0.282692219	0.079198793	0.304553519	0.085740655	0.094769607	0.098229486	0.147319498	0.147088762	0.173972173	0.104151625	0.258116429	0.100315157	0.2488157	0.184749906	0.104866956	0.104269192	0.113843688	0.096616772	0.110004117
cg08202494	0.158913133	0.097323708	0.037739558	0.128040705	0.050242698	0.050644567	0.069869681	0.052179158	0.048653954	0.149783875	0.076391555	0.08944447	0.589508889	0.087089797	0.205667351	0.150110028	0.047982786	0.049209842	0.144326531	0.139683215	0.126740087	0.395901867
cg03760839	0.428110896	0.497600853	0.383571558	0.334850017	0.574744988	0.311753372	0.45277847	0.383098592	0.37705909	0.379515092	0.375867848	0.385252762	0.403370014	0.402304872	0.481367521	0.572376819	0.332408692	0.355329949	0.336517413	0.513402999	0.307092407	0.63761914
cg11097541	0.066430092	0.054124175	0.136973097	0.113829165	0.279889989	0.077316522	0.217251742	0.075759506	0.12227393	0.069112862	0.052470808	0.098348665	0.166593588	0.074819028	0.070251668	0.428493342	0.075529809	0.167062163	0.106646168	0.299394835	0.194119738	0.093641355
cg19499748	0.188269795	0.255675125	0.213658147	0.195163807	0.319553192	0.185619991	0.211416741	0.200385388	0.418085682	0.195513571	0.218916872	0.211986272	0.453376206	0.209265605	0.2866127	0.507944562	0.228001919	0.229975949	0.225600696	0.200180241	0.179333554	0.181747912
cg00998438	0.039496488	0.065563593	0.163996882	0.083377559	0.121875852	0.135575431	0.199499941	0.03063537	0.043920446	0.211635347	0.077886601	0.199154757	0.058949913	0.051013576	0.133920406	0.281545105	0.174334632	0.029026445	0.07606008	0.106603389	0.117341507	0.142941629
cg19954017	0.085439692	0.084691621	0.092723315	0.084922828	0.14695143	0.081629608	0.151884701	0.173878836	0.117426223	0.213655702	0.336032389	0.154447018	0.582061901	0.062397148	0.079373244	0.118751726	0.476176753	0.061633193	0.095728938	0.246315592	0.104315385	0.119805272
cg25792518	0.796911325	0.297520661	0.463701068	0.723547323	0.445200302	0.723034541	0.879374453	0.532956318	0.201375411	0.360169492	0.391401038	0.759596204	0.430130088	0.241121117	0.80450039	0.502872188	0.458827014	0.675433888	0.607486865	0.517124064	0.642338656	0.399726287
cg17526483	0.488170282	0.301843917	0.359037299	0.372927411	0.519707862	0.265098683	0.372008604	0.421386903	0.260781785	0.444420874	0.126489651	0.37877938	0.385479971	0.409353905	0.423669176	0.483383686	0.275278338	0.362969038	0.331275232	0.292569071	0.094435773	0.20523515
cg19942495	0.222856091	0.088165985	0.164647489	0.369515894	0.470717884	0.116916276	0.068008329	0.143663209	0.27307106	0.365552084	0.086087024	0.219440269	0.074539201	0.084576007	0.093889418	0.168579343	0.306967682	0.128202985	0.167498865	0.174377538	0.150526561	0.142033404
cg22319311	0.044582357	0.040760146	0.072492694	0.040383516	0.042940531	0.058166233	0.048564491	0.051325538	0.08612192	0.145411922	0.057024933	0.059141135	0.47985709	0.0421621	0.070347742	0.311598199	0.060477417	0.089797914	0.050719448	0.222456921	0.060901862	0.054683237
cg08082810	0.210910751	0.154655172	0.111873067	0.220853498	0.366231548	0.216085791	0.124350537	0.181301014	0.222857877	0.15219349	0.084304933	0.213798203	0.217995001	0.204289462	0.367505821	0.156529753	0.112979506	0.107308137	0.207733215	0.16618332	0.234005376	0.62534914
cg26612727	0.259511641	0.219973298	0.54923921	0.235181899	0.690728172	0.315213121	0.76576899	0.852809751	0.130312085	0.157414354	0.306279657	0.356635984	0.461989434	0.317296774	0.290851124	0.215221634	0.487260354	0.179065174	0.610307003	0.389340266	0.248913452	0.201061087
cg05385128	0.911101058	0.912432554	0.796295379	0.742190986	0.580122174	0.882173692	0.731221456	0.789638774	0.612982157	0.707618363	0.67004896	0.76824812	0.695765661	0.809971378	0.89018722	0.751463544	0.411594203	0.819590655	0.878430429	0.803123034	0.904069767	0.898714582
cg08538258	0.719981978	0.627756753	0.20352845	0.243159562	0.284565024	0.10185182	0.165113759	0.261941448	0.126871166	0.633527634	0.276363636	0.364538081	0.337160121	0.203102117	0.474407085	0.237574946	0.314397649	0.077506243	0.199869579	0.252900528	0.147176017	0.322978383
cg05379541	0.173281704	0.149961509	0.141997813	0.378098373	0.121582502	0.080912417	0.236613119	0.221187986	0.390473698	0.158802473	0.157232704	0.174740011	0.16453849	0.148511119	0.081058429	0.296740548	0.305721989	0.15932914	0.161627182	0.409884478	0.208265614	0.24959217
cg00458878	0.136626339	0.024493946	0.066491021	0.094190969	0.402270018	0.030472421	0.031533218	0.033186414	0.039824685	0.079070083	0.198589894	0.069775565	0.035433427	0.031712926	0.020360766	0.17930942	0.076505834	0.331323509	0.034212327	0.132393631	0.07927102	0.027417419
cg21332500	0.38620245	0.275121275	0.465853659	0.253112033	0.50229709	0.382662397	0.431022159	0.191123653	0.435726795	0.398360656	0.441916168	0.452883595	0.381930185	0.332850417	0.303278689	0.504454815	0.547161377	0.386654479	0.330377795	0.33898029	0.200324149	0.423728814
cg26509691	0.060834515	0.122883316	0.102997028	0.085707219	0.185663051	0.097537734	0.114149362	0.045980543	0.063503574	0.060515773	0.059202866	0.113532178	0.362121365	0.20215719	0.212580844	0.179000279	0.358564387	0.082224556	0.084117921	0.178894094	0.324675129	0.064760659
cg05370462	0.547241119	0.755214672	0.593512357	0.673014009	0.603528906	0.732780244	0.608097116	0.708456205	0.767045081	0.466740227	0.358681547	0.741436036	0.587162162	0.611703608	0.589628029	0.433720031	0.504560051	0.681997902	0.527992717	0.583282168	0.65994704	0.657934132
cg19512693	0.955058931	0.931589777	0.847836914	0.905331522	0.938414249	0.91636315	0.642636718	0.923371905	0.939341943	0.810145212	0.873652832	0.9151892	0.883820419	0.931028066	0.965692811	0.714233093	0.80821514	0.735738357	0.888441027	0.845701278	0.661980082	0.916269015
cg03497652	0.846390599	0.68610951	0.298972383	0.824746577	0.55279217	0.488011625	0.766292989	0.922384407	0.562445919	0.668656057	0.522222222	0.592076691	0.847457627	0.671508989	0.72487835	0.822183099	0.428158391	0.570778564	0.543004513	0.587127008	0.781723153	0.63654786
cg02746869	0.044868592	0.043722221	0.101022336	0.041565681	0.052570288	0.054339964	0.049514836	0.058969515	0.062221417	0.05825987	0.049337316	0.054079008	0.031571937	0.050381566	0.042650794	0.169338802	0.225869459	0.031873393	0.045241232	0.039313606	0.06626028	0.053595864
cg08206318	0.191465342	0.231924486	0.445581775	0.293834285	0.376842105	0.204164115	0.505998064	0.441381487	0.338869118	0.106897525	0.151792643	0.2016743	0.220430819	0.147822142	0.343557682	0.467171257	0.262777716	0.221844935	0.179861473	0.279007705	0.194673668	0.162851321
cg06655810	0.052554176	0.072372828	0.067677946	0.044512695	0.351259347	0.080791989	0.037670414	0.082569808	0.050869433	0.069632775	0.054249398	0.12877021	0.034922097	0.086152814	0.050562136	0.183787744	0.303857051	0.210757902	0.100283976	0.180213502	0.070617648	0.077289283
cg04340481	0.264510779	0.772825383	0.614967742	0.742342826	0.632157464	0.783152627	0.868103995	0.758095822	0.472840145	0.309756098	0.681243731	0.69743383	0.696246356	0.773711225	0.771617453	0.540540541	0.561960457	0.72660081	0.635194913	0.802368472	0.680336419	0.814802965
cg25443512	0.534706047	0.631693921	0.660329391	0.645555691	0.628516689	0.614168083	0.659915301	0.685279188	0.632921741	0.134577985	0.719353484	0.608438731	0.473075977	0.543371522	0.685786018	0.38069594	0.424857665	0.814723288	0.463963964	0.653481685	0.620065922	0.664851735
cg06320380	0.053276061	0.054698396	0.160381697	0.087886801	0.130662198	0.055816652	0.067702297	0.162379317	0.072941278	0.167494413	0.072656951	0.076770696	0.121306723	0.051339679	0.104854881	0.388559356	0.086523737	0.066252894	0.076826693	0.252895087	0.065255073	0.066870356
cg12279419	0.222788919	0.199274622	0.201727551	0.146887293	0.123848766	0.163318871	0.115238095	0.075521022	0.103111841	0.277366991	0.094163108	0.132425426	0.139614269	0.105177651	0.25677466	0.358965517	0.155880165	0.091742647	0.087072117	0.394301221	0.166978064	0.286493922
cg11909526	0.38484718	0.444021969	0.530201342	0.501495886	0.511520737	0.477112676	0.450367647	0.563416189	0.504880906	0.450967742	0.418197725	0.630840223	0.444051305	0.484312417	0.379410813	0.365391244	0.497737557	0.407287823	0.515655853	0.486437613	0.551909477	0.381714596
cg25248569	0.481220657	0.443418803	0.532484076	0.482736775	0.302424242	0.327911275	0.279069767	0.30542687	0.480577849	0.280520475	0.232664234	0.562418494	0.465963061	0.424832962	0.434331797	0.318196775	0.517524471	0.434003497	0.559449312	0.393483709	0.44765343	0.36452694
cg18247055	0.049735152	0.028343449	0.029368049	0.03566726	0.060035814	0.099934797	0.03758073	0.034348568	0.082664446	0.401162517	0.041288708	0.073929328	0.046252744	0.025065233	0.196829756	0.437623903	0.1134	0.24826665	0.037155645	0.312594616	0.045243189	0.025523961
cg16204509	0.390453834	0.512145754	0.5360171	0.571076975	0.394621295	0.399954935	0.265705207	0.459497629	0.403839241	0.427732289	0.095881291	0.533302168	0.528702537	0.602372316	0.820509338	0.454318082	0.255961364	0.085610847	0.44030303	0.40719734	0.374498636	0.57501492
cg22455450	0.119217877	0.091592004	0.139170507	0.10839563	0.083346377	0.084028937	0.141556591	0.108630799	0.090742473	0.08073197	0.116331096	0.099930724	0.176589304	0.103135498	0.200945576	0.117420325	0.091319857	0.545666005	0.159586466	0.211718408	0.100305277	0.094835307
cg08863953	0.080710502	0.053258755	0.086899673	0.131293918	0.219808703	0.072473188	0.14041052	0.100260794	0.31712936	0.315916366	0.171285702	0.138256963	0.109907137	0.299911585	0.06903632	0.459034909	0.126597961	0.310778251	0.285392992	0.443141852	0.093672844	0.086378996
cg14547644	0.12198245	0.126223305	0.102633269	0.13454609	0.158825506	0.125740584	0.137435172	0.128839286	0.124909747	0.145307254	0.147994618	0.115998901	0.16426799	0.121465918	0.162787081	0.17561896	0.145714102	0.125175468	0.127478795	0.139248534	0.129303288	0.119075337
cg13720362	0.195173694	0.228606357	0.298408104	0.255740153	0.209769027	0.311176248	0.436467469	0.336668751	0.226882745	0.297158322	0.350475367	0.263204371	0.269516729	0.511007338	0.285928893	0.515729653	0.155442443	0.493267245	0.240393852	0.254572993	0.532385466	0.511973875
cg08416194	0.189262966	0.181134441	0.255566312	0.177435388	0.208533654	0.210789568	0.280135823	0.285087719	0.338175479	0.338590957	0.48305821	0.15777439	0.644863014	0.160661548	0.237654321	0.554558011	0.470256188	0.576067949	0.419239374	0.239427663	0.29567643	0.237682108
cg04166812	0.338011696	0.245705462	0.294325545	0.153480637	0.434541299	0.080120269	0.266444629	0.122087234	0.076734794	0.217771084	0.405828003	0.105334325	0.207665233	0.192258065	0.113874041	0.210596026	0.15034518	0.547767718	0.194141077	0.158648111	0.10721794	0.1472854
cg06226630	0.32105615	0.322709857	0.389663124	0.638483699	0.272788907	0.349595403	0.073535292	0.11770934	0.261042466	0.252022472	0.046867411	0.23584799	0.147339917	0.124873049	0.20885984	0.170172623	0.371704021	0.466789355	0.371423494	0.2605094	0.112987844	0.090356825
cg24770624	0.079927942	0.063147892	0.37071535	0.065867319	0.053082044	0.143719267	0.097095105	0.09102816	0.062229511	0.083333333	0.104597312	0.140851304	0.181839623	0.12195122	0.05201654	0.233138716	0.168754956	0.239763156	0.084245998	0.167962675	0.074173939	0.07738595
cg23092040	0.573078855	0.473745945	0.724730688	0.711593669	0.432822101	0.538980763	0.564421879	0.556968355	0.256528552	0.75791158	0.408582543	0.506088022	0.574228992	0.527750381	0.453808458	0.672664739	0.683105565	0.495061608	0.721551679	0.465915551	0.584567852	0.581104246
cg13746354	0.800809922	0.799875699	0.828713347	0.880789432	0.730548187	0.815760089	0.718380226	0.808852509	0.743944637	0.652916448	0.779125322	0.864525468	0.812694462	0.77933213	0.785940087	0.729901961	0.810344828	0.743604539	0.819549892	0.753521127	0.855366837	0.811405295
cg18081940	0.021276596	0.025919069	0.183202541	0.034064176	0.248680451	0.020721669	0.02292091	0.019507993	0.011998505	0.241217125	0.040294672	0.035971506	0.418446236	0.013484756	0.020473927	0.305684525	0.209139005	0.018249865	0.250845123	0.221077326	0.017824265	0.019714385
cg25756406	0.435655883	0.325777907	0.276740299	0.573586599	0.557130818	0.237467152	0.381750375	0.556961543	0.15197367	0.423272803	0.137821024	0.420769231	0.480256008	0.293051502	0.435412763	0.440086768	0.359158932	0.137326748	0.143414945	0.38328199	0.499002745	0.068772232
cg04092800	0.132075472	0.10499082	0.171471927	0.397076885	0.405018162	0.171374567	0.158660844	0.505916738	0.326516129	0.254930606	0.249316139	0.266236118	0.366256889	0.179467085	0.079628461	0.168521773	0.361938477	0.149121443	0.279491423	0.237021014	0.075177606	0.081118974
cg26157385	0.042971359	0.034112876	0.056360971	0.045016508	0.174892671	0.035405229	0.037802219	0.035158534	0.042142299	0.146308511	0.075488654	0.087578605	0.029313972	0.055474937	0.145064242	0.125097634	0.119976222	0.041678548	0.048956808	0.342635659	0.044408015	0.124406337
cg02745321	0.53442928	0.647038205	0.611369166	0.633156416	0.665740924	0.636939792	0.640795842	0.62983492	0.83920772	0.523260966	0.553692615	0.712807097	0.472650348	0.575323602	0.587047562	0.610494951	0.489170183	0.448307056	0.612400733	0.717555363	0.628400888	0.357032986
cg02900766	0.354891461	0.359529429	0.282591011	0.48417223	0.292580814	0.229779082	0.228031002	0.276093688	0.241268472	0.191156228	0.164273766	0.257285264	0.507102273	0.186653956	0.29599114	0.296189561	0.339138217	0.213201375	0.226224559	0.287720098	0.173457319	0.40302702
cg21334513	0.209531635	0.635560345	0.659115721	0.158092176	0.457258065	0.232345013	0.599180807	0.302259215	0.335897436	0.346237732	0.085664336	0.398927892	0.419588875	0.525481541	0.831907207	0.716026242	0.467156439	0.187062937	0.603653816	0.547078635	0.210204438	0.477851823
cg06863619	0.81048951	0.746674667	0.740799492	0.775436356	0.591978403	0.773100055	0.704222821	0.711148649	0.496612941	0.709814031	0.515581611	0.76490431	0.661525807	0.748029078	0.739257101	0.748560737	0.749054658	0.722374608	0.607751712	0.712705761	0.674655788	0.6993615
